,Sequence name,Sequence length,Number of unique pitches,Max velocity,Min velocity,Avg velocity,Median velocity,Velocity std,Highest pitch,Lowest pitch,Avg pitch,Median pitch,Pitch std,Longest note (s),Shortest note (s),Avg duration (s),Median duration (s),Duration std
207,BuiJL05,7177,68,121,3,59.47,62.0,21.23,96,29,63.1,65.0,15.02,2.45,0.0,0.13,0.07,0.19
208,Bult-ItoS05,5248,78,117,2,67.74,68.0,19.16,103,24,63.65,64.0,15.72,2.62,0.0,0.15,0.07,0.22
209,CaiC08,13622,86,112,3,57.4,57.0,19.54,107,21,65.68,67.0,16.19,7.91,0.0,0.19,0.07,0.43
210,CaiC09,6382,78,108,2,59.38,59.0,18.68,101,24,62.23,63.0,12.05,6.42,0.0,0.26,0.12,0.44
211,CaiC10,10580,87,117,3,67.09,68.0,18.37,107,21,66.51,68.0,15.13,34.22,0.0,0.21,0.08,0.76
212,CaiC11,3609,59,96,3,52.89,54.0,16.04,89,31,66.39,68.0,10.36,4.23,0.0,0.42,0.28,0.44
213,CaoJ01,1898,46,93,3,59.1,59.0,10.95,83,37,61.94,62.0,9.55,3.51,0.02,0.19,0.11,0.25
214,CaoJ02,4279,61,111,5,65.16,66.0,16.62,89,29,64.32,65.0,11.95,8.33,0.0,0.2,0.08,0.44
215,CaoJ03,4095,77,113,3,69.47,70.0,17.91,104,24,65.31,64.0,16.22,1.76,0.0,0.11,0.08,0.12
216,CaoJ05,3111,81,120,3,74.19,76.0,17.06,105,21,63.01,64.0,15.1,2.57,0.01,0.13,0.07,0.21
217,CHEN09,1820,46,98,10,69.66,71.0,11.88,85,36,65.13,67.0,12.3,1.41,0.01,0.07,0.04,0.09
218,CHEN10,7984,82,117,6,68.52,70.0,19.97,105,24,66.23,66.0,14.76,4.28,0.0,0.1,0.06,0.19
219,CHEN11,17525,72,107,6,54.7,53.0,21.45,100,28,64.63,66.0,13.07,21.02,0.0,0.3,0.16,0.56
220,CHEN12,3775,75,118,6,64.54,64.0,20.9,102,23,67.19,68.0,12.41,2.52,0.0,0.11,0.06,0.18
221,ChenC01,2342,48,96,15,64.66,65.0,13.08,86,31,66.58,67.0,9.96,1.48,0.02,0.14,0.08,0.15
222,ChenC02,7313,83,123,2,78.22,80.0,17.76,107,23,64.55,64.0,15.9,6.97,0.01,0.1,0.06,0.23
223,ChenC03,12014,81,118,3,74.06,75.0,16.69,105,24,70.06,69.0,16.01,2.98,0.01,0.12,0.07,0.2
224,ChenC05,9738,84,121,2,61.54,62.0,20.82,106,21,65.04,66.0,14.94,16.48,0.01,0.23,0.08,0.65
225,ChenC06,12055,81,122,2,76.3,77.0,17.61,107,24,69.96,69.0,16.17,2.67,0.01,0.12,0.07,0.19
226,ChenC07,16340,81,126,1,73.23,76.0,23.45,104,24,63.08,65.0,15.56,10.83,0.01,0.23,0.08,0.51
227,ChenGuang01,1650,41,88,5,61.98,62.0,11.11,84,38,67.62,67.0,8.79,3.45,0.0,0.08,0.05,0.15
228,Chenguang02,11207,61,112,3,63.96,64.0,15.96,89,29,60.82,60.0,12.34,2.71,0.0,0.18,0.09,0.26
229,ChenGuang03,3264,60,103,3,62.73,62.0,15.17,89,29,61.74,62.0,11.86,1.95,0.01,0.2,0.09,0.28
230,ChenGuang04,3023,58,105,3,65.16,65.0,14.43,89,31,59.0,58.0,13.42,1.91,0.0,0.1,0.05,0.16
231,ChenGuang06,3430,61,103,3,68.59,70.0,15.26,89,29,61.0,60.0,12.64,2.71,0.0,0.14,0.1,0.22
232,ChenGuang07,12107,72,112,2,67.35,69.0,19.08,99,25,63.38,62.0,11.44,15.14,0.0,0.23,0.11,0.44
233,ChenGuang08,5413,66,111,2,69.53,70.0,17.67,99,31,63.74,62.0,11.88,3.99,0.0,0.16,0.1,0.23
234,ChenGuang09,1249,56,112,3,49.34,46.0,19.14,89,31,60.79,61.0,9.69,15.14,0.03,0.67,0.4,0.98
235,ChenGuang10,1444,69,112,9,73.27,78.0,19.72,98,25,63.67,64.0,12.39,1.71,0.0,0.16,0.12,0.13
236,ChenGuang11,4001,65,111,3,67.89,69.0,17.42,98,29,63.59,63.0,10.85,4.58,0.0,0.21,0.09,0.39
237,ChenGuang12,1355,63,108,4,58.14,56.0,17.82,95,27,63.01,64.0,11.96,6.41,0.02,0.41,0.28,0.57
238,ChenGuang14,10485,81,125,2,73.28,75.0,21.55,103,22,61.1,62.0,15.29,29.24,0.0,0.27,0.07,0.66
239,ChenGuang15,4310,81,125,2,73.26,75.0,21.03,103,22,61.17,62.0,15.88,7.14,0.0,0.25,0.07,0.56
240,ChenGuang16,2056,74,122,3,67.33,66.0,25.33,100,23,60.78,62.0,15.25,29.24,0.0,0.7,0.42,1.15
241,ChenGuang17,4119,77,123,2,76.27,78.0,19.31,100,22,61.18,61.0,14.66,0.66,0.0,0.08,0.06,0.06
242,ChenGuang18,18876,73,110,3,58.91,58.0,16.71,101,28,63.48,64.0,12.85,9.33,0.0,0.27,0.13,0.49
243,ChenGuang19,7886,70,106,3,55.56,54.0,16.34,101,29,62.86,64.0,12.61,7.31,0.02,0.29,0.15,0.47
244,ChenGuang20,2299,59,103,3,55.81,53.0,15.85,88,28,57.02,59.0,12.85,9.33,0.0,0.63,0.29,0.96
245,ChenGuang22,5580,71,110,3,64.08,63.0,17.38,101,29,64.77,65.0,13.08,3.39,0.0,0.17,0.11,0.22
246,ChenGuang23,12598,83,121,1,69.38,72.0,21.1,104,21,64.45,64.0,17.81,8.52,0.0,0.17,0.07,0.39
247,ChenGuang24,9992,79,122,1,67.96,70.0,20.87,105,26,67.62,66.0,16.84,10.27,0.0,0.12,0.06,0.38
248,ChenL01,2256,53,100,3,57.54,57.0,15.73,89,31,68.07,68.0,9.47,7.75,0.02,0.25,0.11,0.51
249,ChenL02,1717,63,107,2,58.19,59.0,13.34,100,29,67.55,69.0,11.86,3.74,0.0,0.07,0.04,0.17
250,ChenL03,6258,78,114,2,61.17,62.0,20.83,101,24,62.16,63.0,12.14,7.93,0.0,0.25,0.13,0.5
251,ChenL04,2953,84,120,3,59.46,59.0,20.56,105,21,67.27,68.0,16.95,3.8,0.0,0.08,0.05,0.13
252,ChenS01,4443,61,108,3,65.55,67.0,16.29,89,29,60.65,62.0,14.38,3.96,0.02,0.19,0.08,0.38
253,ChenS03,1789,50,94,3,45.77,42.0,17.35,93,31,63.8,65.0,10.95,5.13,0.03,0.46,0.27,0.55
254,ChenS04,3038,73,124,3,69.31,70.0,17.08,96,23,61.5,62.0,16.61,3.9,0.01,0.12,0.07,0.21
255,ChenW01,1904,47,110,8,72.92,76.0,15.44,84,36,61.61,62.0,10.17,9.9,0.02,0.44,0.22,0.76
256,ChenW02,2390,42,112,6,64.48,63.0,17.72,89,43,69.39,71.0,9.12,10.92,0.01,0.2,0.11,0.46
257,ChenW03,1422,73,123,3,76.2,78.0,15.69,101,24,69.26,71.0,17.02,3.59,0.0,0.21,0.09,0.47
258,ChenW04,6128,78,126,3,75.75,78.0,20.81,101,21,64.81,64.0,14.51,4.95,0.0,0.23,0.1,0.43
259,ChernovA01,624,25,95,18,57.28,56.0,14.16,76,33,63.01,64.0,8.38,5.77,0.03,0.27,0.08,0.55
260,ChernovA03,1490,51,103,3,61.94,63.0,15.54,103,28,64.39,63.5,13.01,9.49,0.0,0.22,0.08,0.51
261,ChernovA04,10366,85,123,2,70.98,73.0,19.86,107,21,67.49,66.0,16.91,9.4,0.0,0.1,0.05,0.26
262,ChernovA05,3549,88,126,2,66.35,67.0,19.56,108,21,65.52,66.0,19.23,3.6,0.0,0.16,0.08,0.23
263,ChernovA06,7656,84,123,2,70.34,72.0,20.51,105,21,65.17,66.0,14.2,5.44,0.0,0.18,0.06,0.39
264,ChernovA07,2350,37,103,11,64.68,66.0,15.76,84,31,67.76,72.0,10.52,6.39,0.02,0.56,0.15,0.84
265,ChernovA08,636,35,103,28,73.07,74.0,13.05,84,31,66.29,69.0,10.59,5.3,0.02,0.19,0.06,0.44
266,ChernovA09,825,35,92,16,59.99,60.0,13.79,84,36,68.48,72.0,10.29,6.39,0.02,0.76,0.38,1.01
267,ChernovA11,383,26,81,11,48.9,49.0,11.95,81,38,66.61,71.0,9.41,5.54,0.03,0.91,0.62,0.97
268,ChernovA12,17912,76,119,2,68.64,70.0,19.39,101,23,62.25,63.0,12.91,10.24,0.0,0.19,0.07,0.37
269,ChernovA13,16837,73,110,1,63.59,63.0,17.46,101,26,60.43,59.0,13.22,7.07,0.0,0.21,0.1,0.39
270,ChernovA14,4937,70,109,2,63.57,64.0,16.5,97,26,60.11,60.0,13.07,4.0,0.0,0.21,0.13,0.26
271,ChernovA15,2786,62,107,5,51.51,49.0,16.17,92,29,58.44,56.0,11.65,7.07,0.03,0.53,0.19,0.77
272,ChernovA16,1743,56,106,18,62.95,62.0,15.68,94,32,60.58,59.0,12.94,3.3,0.02,0.18,0.12,0.22
273,ChernovA17,7371,72,110,1,68.32,69.0,16.73,101,29,61.35,60.0,13.84,1.36,0.0,0.1,0.07,0.12
274,ChernovA19,1862,45,107,4,69.53,70.0,12.51,85,38,65.33,66.0,8.95,1.63,0.0,0.14,0.08,0.18
275,ChernovA20,13886,86,126,2,60.55,59.0,20.08,107,21,65.62,67.0,16.34,7.15,0.0,0.16,0.06,0.38
276,ChernovA21,4762,82,113,3,56.44,56.0,16.61,107,23,71.35,73.0,12.49,4.48,0.0,0.13,0.07,0.25
277,ChernovA22,1349,68,92,6,44.7,43.0,11.95,102,22,63.97,65.0,12.78,7.15,0.03,0.51,0.24,0.76
278,ChernovA23,7775,86,126,2,65.81,66.0,21.1,107,21,62.39,63.0,17.95,6.51,0.0,0.11,0.05,0.31
279,CHEN02,1516,69,105,6,56.75,55.0,19.03,95,27,66.03,66.0,15.03,6.43,0.03,0.36,0.21,0.57
280,CHEN03,2318,71,109,6,63.42,63.0,14.62,101,25,69.08,69.0,15.55,2.64,0.0,0.12,0.07,0.19
281,CHEN04,8106,82,126,6,67.7,69.0,20.14,105,24,66.26,66.0,14.81,4.3,0.0,0.1,0.05,0.18
282,CHEN05,17872,80,115,6,65.31,66.0,18.82,105,24,66.42,68.0,15.73,3.43,0.0,0.07,0.03,0.13
283,CHEN06,5426,50,102,7,62.3,64.0,15.57,89,36,66.51,67.0,10.98,3.13,0.0,0.18,0.08,0.27
284,CHEN07,2943,88,115,6,64.91,65.0,21.18,108,21,61.69,62.0,18.12,7.6,0.0,0.17,0.06,0.44
285,CaoJ04,4389,81,107,3,53.37,53.0,16.01,105,23,71.25,73.0,12.68,8.37,0.02,0.14,0.07,0.33
286,CHEN01,2975,88,119,6,64.5,64.0,20.08,108,21,61.89,63.0,18.07,6.84,0.0,0.15,0.06,0.37
287,CHEN08,5158,73,116,6,59.5,59.0,20.95,102,23,66.63,67.0,12.1,10.64,0.0,0.22,0.08,0.49
288,ChenC04,6155,77,123,2,68.89,71.0,18.19,101,24,63.53,64.0,12.97,7.04,0.01,0.22,0.13,0.36
289,ChenGuang05,1490,41,112,18,53.54,50.0,16.99,87,34,62.12,63.0,9.68,2.36,0.0,0.38,0.3,0.32
290,ChenGuang13,3057,71,119,3,69.19,69.0,19.12,94,24,61.66,62.0,14.5,5.87,0.0,0.14,0.1,0.22
291,ChenGuang21,3111,59,95,3,60.44,61.0,14.29,94,29,67.52,66.0,10.9,1.99,0.0,0.13,0.09,0.13
292,ChenS02,3218,76,114,5,73.23,74.0,13.99,101,24,67.92,68.0,16.49,3.84,0.02,0.13,0.09,0.17
293,ChernovA02,405,35,84,7,53.42,53.0,13.54,83,35,62.86,64.0,8.7,3.4,0.03,0.3,0.17,0.37
294,CHOE02,4211,78,124,6,62.17,63.0,20.94,105,21,63.85,65.0,14.07,3.82,0.0,0.14,0.05,0.26
295,CHOE03,3873,71,110,6,54.75,51.0,22.47,96,24,58.88,58.0,12.63,13.71,0.0,0.43,0.28,0.7
296,Chon01,3946,71,124,2,70.3,73.0,22.17,98,28,63.22,64.0,14.29,6.51,0.0,0.18,0.07,0.36
297,Chon02,2152,46,101,17,68.21,69.0,11.69,82,36,62.44,62.0,9.13,12.77,0.03,0.45,0.19,0.83
298,Chon03,4011,60,113,2,69.04,70.0,16.82,89,30,63.73,64.0,12.5,4.19,0.0,0.18,0.09,0.26
299,Chon04,5617,77,125,2,68.99,70.0,18.88,103,21,63.19,64.0,13.8,7.83,0.0,0.16,0.08,0.3
300,Chon05,3831,72,106,3,58.41,57.0,16.11,101,29,63.71,62.0,13.21,6.37,0.0,0.28,0.14,0.46
301,Chon06,6188,84,121,2,70.8,73.0,19.99,105,22,68.56,69.0,16.56,5.11,0.0,0.2,0.09,0.37
302,Chon07,1647,59,110,4,60.94,59.0,20.85,88,25,56.79,56.0,13.24,7.94,0.0,0.46,0.27,0.74
303,Chon08,6277,76,122,2,72.27,74.0,19.36,100,24,61.4,61.0,15.06,1.6,0.0,0.12,0.07,0.15
304,Chon10,3275,81,126,3,70.46,70.0,17.84,104,23,60.65,62.0,17.54,6.52,0.0,0.11,0.06,0.23
305,Chon11,12728,79,121,2,63.53,63.0,19.42,104,26,66.69,67.0,16.25,7.88,0.0,0.17,0.08,0.34
306,ChowK01,23469,79,118,1,63.87,66.0,19.96,101,22,64.96,66.0,15.08,12.85,0.0,0.22,0.11,0.38
307,ChowK02,8382,74,115,1,67.17,69.0,18.86,101,28,68.47,70.0,15.53,3.43,0.0,0.14,0.09,0.21
308,ChowK03,1902,72,114,2,61.96,61.0,19.74,101,24,63.5,65.0,15.94,0.96,0.0,0.12,0.07,0.12
309,ChowK04,5150,69,96,3,48.39,46.0,17.24,97,26,63.48,63.0,14.24,9.85,0.03,0.47,0.33,0.49
310,ChowK05,8035,74,118,2,70.82,73.0,17.19,96,22,62.61,63.0,14.21,12.85,0.0,0.17,0.1,0.41
311,ChowK06,12138,80,126,1,67.37,69.0,20.09,105,24,70.14,70.0,16.43,2.63,0.0,0.11,0.07,0.19
312,ChowK08,4740,81,126,1,64.81,66.0,19.53,105,21,67.57,68.0,12.88,4.52,0.0,0.14,0.1,0.2
313,ChowK09,18352,75,108,2,62.2,63.0,18.79,100,24,64.02,65.0,12.54,3.65,0.0,0.19,0.12,0.24
314,ChowK10,4195,69,107,2,61.9,61.0,19.1,96,28,61.18,62.0,13.29,3.29,0.0,0.24,0.13,0.33
315,ChowK11,6340,71,106,2,59.09,60.0,18.49,100,29,64.27,65.0,12.03,3.65,0.0,0.21,0.13,0.24
316,ChowK12,3871,63,108,2,61.44,62.0,18.93,93,31,64.7,64.0,11.1,1.95,0.0,0.17,0.09,0.21
317,ChowK13,3946,73,108,2,68.25,70.0,17.35,100,24,65.95,68.0,13.33,2.0,0.0,0.14,0.11,0.13
318,Colafelice02,2111,59,109,3,59.38,57.0,20.52,91,31,61.5,60.0,12.15,3.2,0.0,0.24,0.15,0.27
319,Colafelice03,5995,77,112,3,63.47,64.0,17.59,101,24,64.18,64.0,13.34,8.02,0.0,0.25,0.11,0.4
320,Colafelice04,2575,71,111,2,70.23,73.0,18.55,96,21,64.67,67.0,16.6,3.5,0.0,0.1,0.06,0.16
321,Colafelice05,4136,69,126,2,66.49,68.0,17.5,95,23,64.02,64.0,13.06,0.97,0.0,0.06,0.05,0.05
322,Colafelice06,9127,86,121,2,57.41,56.0,20.07,108,21,66.72,67.0,13.3,18.69,0.0,0.27,0.09,0.57
323,Colafelice07,2625,50,98,3,50.29,52.0,16.69,85,29,60.91,63.0,10.45,4.9,0.02,0.26,0.17,0.32
324,Colafelice08,4498,79,126,2,70.01,72.0,18.31,107,28,73.31,75.0,15.89,2.86,0.0,0.12,0.05,0.24
325,Colafelice09,5313,65,106,3,58.93,58.0,19.38,91,25,60.35,61.0,11.0,17.26,0.0,0.34,0.19,0.6
326,Colafelice11,4570,85,126,2,70.95,74.0,20.45,108,21,59.92,59.0,16.46,1.02,0.0,0.07,0.06,0.05
327,Colafelice12,17946,82,126,1,70.24,72.0,20.85,107,24,69.92,71.0,13.49,7.28,0.0,0.1,0.06,0.18
328,Cui02,2787,55,101,3,59.88,61.0,15.31,92,30,67.11,68.0,12.12,4.55,0.0,0.23,0.15,0.29
329,Cui03,1477,83,114,3,62.09,63.0,18.17,108,23,67.5,69.0,14.85,1.09,0.0,0.06,0.04,0.06
330,Cui04,6140,72,103,3,56.07,57.0,16.31,101,29,64.98,64.0,13.29,11.89,0.0,0.25,0.13,0.43
331,Cui05,2326,45,107,3,64.96,66.0,14.81,84,38,63.56,65.0,10.07,13.93,0.0,0.38,0.19,0.65
332,Cui07,1904,71,116,3,57.45,56.0,18.62,104,22,63.81,64.0,13.15,4.95,0.0,0.23,0.13,0.34
333,Cui08,1514,81,113,4,63.44,63.0,16.4,108,23,68.67,69.0,14.16,1.2,0.0,0.05,0.04,0.06
334,DANILO01,8064,72,108,6,73.41,77.0,16.45,96,24,62.45,63.0,14.08,15.99,0.0,0.17,0.09,0.46
335,DANILO02,3653,71,108,6,64.48,68.0,21.73,98,28,63.31,64.0,14.21,7.73,0.0,0.17,0.06,0.4
336,DANILO03,10098,79,114,2,66.75,68.0,19.45,105,26,67.61,66.0,16.89,12.41,0.0,0.1,0.05,0.37
337,DANILO04,24955,77,108,6,64.44,66.0,17.73,101,24,65.48,66.0,13.95,10.24,0.0,0.14,0.07,0.32
338,DANILO05,13395,87,112,6,56.84,56.0,19.13,107,21,65.7,67.0,16.03,14.35,0.0,0.18,0.06,0.45
339,DANILO06,10104,79,111,6,66.63,68.0,19.49,105,26,67.88,66.0,16.85,13.26,0.0,0.1,0.05,0.38
340,Day02,2204,67,101,6,66.78,67.0,12.91,100,25,64.03,65.0,12.81,2.22,0.01,0.08,0.06,0.12
341,Day03,4605,81,104,3,50.63,50.0,16.55,105,23,71.34,73.0,12.46,9.25,0.02,0.14,0.06,0.28
342,Day04,4984,75,102,2,62.36,65.0,18.11,101,26,65.08,65.0,14.03,5.48,0.02,0.19,0.08,0.32
343,Denisova06,2246,46,94,14,68.06,68.0,7.66,84,37,64.19,65.0,10.15,2.19,0.0,0.11,0.08,0.17
344,Denisova07,2198,60,107,4,64.51,64.0,13.57,89,29,64.23,65.0,11.98,2.77,0.0,0.13,0.08,0.18
345,Denisova08,1618,46,96,3,65.51,65.0,9.75,89,40,64.94,64.0,8.59,0.23,0.0,0.06,0.04,0.03
346,Denisova09,7062,77,113,3,68.7,69.0,15.13,102,26,68.03,68.0,15.7,2.11,0.0,0.09,0.05,0.16
347,Denisova10,2330,69,105,3,58.45,59.0,15.13,102,29,74.03,75.0,15.11,7.37,0.0,0.19,0.08,0.46
348,Denisova11,3151,70,101,6,65.09,66.0,9.8,101,30,65.12,65.0,13.17,2.01,0.02,0.13,0.07,0.17
349,Denisova12,6610,78,112,3,66.4,68.0,16.72,107,21,62.88,64.0,13.9,13.23,0.0,0.12,0.06,0.32
350,Denisova14,1688,69,105,4,71.19,71.5,11.62,100,28,61.98,65.0,15.34,1.66,0.0,0.06,0.04,0.09
351,Denisova15,3734,73,105,3,62.11,62.0,16.76,103,23,67.17,67.0,12.88,4.62,0.0,0.13,0.07,0.22
352,Denisova16,7279,68,103,3,63.01,64.0,13.5,96,29,62.86,64.0,14.91,1.83,0.0,0.11,0.06,0.17
353,Denisova17,4195,75,105,3,62.15,65.0,18.72,100,26,62.45,63.0,14.03,6.52,0.0,0.18,0.08,0.32
354,Denisova18,12827,76,103,3,62.06,63.0,14.36,101,24,63.49,64.0,13.01,7.72,0.0,0.12,0.06,0.23
355,DeTurck06,4599,65,115,3,65.17,66.0,17.78,94,30,67.31,68.0,12.59,4.02,0.02,0.18,0.1,0.25
356,DeTurck07,5482,77,115,3,58.64,58.0,17.5,103,25,63.87,64.0,13.21,14.32,0.01,0.21,0.06,0.46
357,Denisova02,1627,46,99,3,64.41,64.0,10.78,89,40,64.96,64.0,8.64,0.27,0.0,0.06,0.05,0.03
358,Denisova03,5159,74,109,4,63.79,65.0,15.67,100,21,63.02,64.0,13.22,14.39,0.0,0.14,0.06,0.4
359,Denisova04,1472,70,104,3,69.1,71.0,13.86,95,24,62.14,62.5,15.68,1.1,0.0,0.11,0.07,0.12
360,DeTurck09,1150,73,107,3,62.59,63.0,17.26,107,24,66.8,66.0,14.39,5.62,0.02,0.33,0.21,0.43
361,DeTurck10,10387,87,126,3,72.69,74.0,20.25,107,21,66.58,68.0,15.14,15.03,0.01,0.22,0.09,0.47
362,DeTurck11,18721,72,117,2,58.1,58.0,18.08,101,28,63.59,64.0,12.77,8.62,0.01,0.21,0.09,0.41
363,ChernovA18,1864,46,98,6,62.52,63.0,14.26,88,36,68.71,69.0,9.82,6.59,0.02,0.27,0.07,0.44
364,CHOE01,2356,72,112,7,67.1,68.0,12.82,101,25,69.39,69.0,15.51,2.07,0.0,0.11,0.08,0.14
365,Chon09,7378,68,116,3,68.29,70.0,17.88,96,29,62.96,64.0,14.96,2.74,0.0,0.16,0.1,0.23
366,ChowK07,3044,83,114,2,53.28,52.0,19.54,108,21,69.74,70.0,15.1,8.05,0.0,0.26,0.14,0.45
367,Colafelice01,1645,47,107,12,58.86,58.0,13.26,84,36,62.82,64.0,9.25,4.36,0.01,0.27,0.13,0.4
368,Colafelice10,7732,73,111,2,64.8,67.0,20.18,101,26,61.0,62.0,11.52,6.58,0.0,0.21,0.08,0.36
369,Cui01,3136,63,106,3,69.7,73.0,18.18,89,25,59.35,60.0,12.78,13.64,0.0,0.3,0.14,0.56
370,Cui06,2722,55,106,3,62.86,64.0,16.82,92,30,67.35,68.0,12.1,5.47,0.0,0.25,0.15,0.34
371,Day01,3480,60,97,3,61.27,62.0,14.62,89,29,66.16,67.0,11.6,2.35,0.02,0.12,0.07,0.19
372,Denisova01,2208,59,99,6,64.1,65.0,13.01,89,29,64.25,65.0,11.96,2.75,0.0,0.15,0.09,0.19
373,Denisova05,3745,72,106,3,61.88,62.0,16.32,103,23,67.1,67.0,12.87,4.74,0.0,0.15,0.07,0.24
374,Denisova13,2449,67,102,8,63.46,60.0,16.63,100,24,66.29,66.0,13.23,1.96,0.0,0.16,0.1,0.17
375,DeTurk02,1516,65,113,6,68.48,69.5,15.21,98,25,65.61,66.0,13.12,0.66,0.02,0.1,0.09,0.06
376,DeTurk03,4030,73,119,3,67.68,70.0,21.73,105,24,66.49,67.0,12.0,6.49,0.01,0.19,0.09,0.29
377,DeTurk04,1889,71,107,3,55.46,55.0,16.99,103,26,63.94,64.0,13.13,6.68,0.01,0.24,0.12,0.44
378,DeTurk05,3756,84,125,2,80.79,83.0,18.26,106,21,64.78,66.0,15.4,8.71,0.01,0.12,0.08,0.21
379,Duepree09,4206,74,124,3,70.32,71.0,23.79,102,27,65.25,65.0,13.03,8.04,0.0,0.53,0.35,0.61
380,Duepree10,10284,81,126,3,72.6,74.0,18.85,106,21,67.6,66.0,16.73,6.79,0.0,0.09,0.05,0.24
381,Duepree11,7359,68,120,3,68.83,71.0,19.05,96,29,62.81,64.0,14.94,3.04,0.0,0.15,0.08,0.24
382,Duepree12,3843,78,121,3,77.83,85.0,21.9,105,21,65.45,67.0,14.19,13.46,0.0,0.45,0.14,0.85
383,Duepree13,12376,85,125,2,75.76,79.0,20.5,107,22,66.1,66.0,13.23,7.51,0.0,0.16,0.06,0.38
384,Dulu02,2238,69,106,7,72.63,73.0,13.31,100,25,63.82,65.0,12.93,2.86,0.02,0.1,0.07,0.15
385,Dulu03,6212,74,110,3,69.88,71.0,14.52,101,24,65.31,65.0,12.33,3.82,0.0,0.12,0.09,0.17
386,Dulu04,3451,71,101,3,61.55,62.0,16.71,102,23,65.25,66.0,12.54,9.14,0.02,0.3,0.21,0.46
387,Dulu05,6729,60,102,4,58.5,59.0,16.21,91,30,66.08,67.0,10.5,6.76,0.0,0.25,0.13,0.33
388,Dulu06,6128,74,117,2,67.52,69.0,15.54,101,24,65.18,65.0,12.36,4.48,0.01,0.12,0.09,0.17
389,Dulu07,16077,82,120,2,65.97,68.0,20.07,103,21,63.56,63.0,16.18,6.64,0.0,0.24,0.08,0.51
390,Dulu08,13496,84,113,2,65.75,67.0,17.52,105,21,67.06,67.0,13.42,9.65,0.02,0.21,0.1,0.47
391,DupreeF01,18955,74,115,2,66.43,68.0,16.46,99,24,64.21,65.0,14.67,8.0,0.0,0.25,0.13,0.4
392,DupreeF02,14206,74,115,2,65.31,66.0,17.82,99,24,64.7,67.0,15.94,5.89,0.0,0.25,0.12,0.36
393,DupreeF03,5531,74,115,2,72.26,76.0,18.04,99,24,62.42,63.0,16.2,4.95,0.0,0.2,0.09,0.36
394,DupreeF05,2235,48,106,4,60.08,58.0,13.57,97,34,66.46,65.0,9.39,6.13,0.01,0.09,0.06,0.22
395,DupreeF06,393,47,73,3,48.13,48.0,10.5,101,34,67.64,70.0,15.39,14.89,0.03,0.61,0.3,1.31
396,DupreeF07,2227,64,116,3,67.07,65.0,15.27,97,26,64.51,66.0,11.11,4.26,0.0,0.09,0.05,0.21
397,DupreeF08,362,71,80,22,49.15,48.0,10.19,107,21,67.29,68.0,15.13,10.6,0.04,0.85,0.76,0.78
398,DupreeF09,10118,83,123,2,76.5,79.0,18.67,103,21,61.04,62.0,15.18,12.24,0.0,0.22,0.06,0.49
399,DupreeF10,4204,82,123,2,75.58,77.0,18.55,103,22,61.06,62.0,15.7,5.9,0.0,0.19,0.06,0.44
400,DupreeF11,2010,72,122,2,68.74,70.0,21.88,99,23,60.6,62.0,15.2,12.24,0.0,0.55,0.35,0.8
401,DupreeF13,6173,75,111,2,71.45,72.0,14.34,101,24,65.13,65.0,12.38,2.76,0.0,0.1,0.07,0.13
402,DupreeF14,20290,72,121,2,65.16,65.0,17.88,100,29,65.05,64.0,13.07,7.02,0.0,0.23,0.12,0.35
403,DupreeF15,8167,69,113,2,64.86,64.0,17.72,100,29,63.96,64.0,11.94,3.9,0.0,0.23,0.11,0.37
404,DupreeF16,2251,72,121,2,63.03,62.0,21.45,100,29,64.42,67.0,16.27,7.02,0.0,0.37,0.14,0.57
405,DupreeF17,2941,64,113,7,66.92,68.0,15.81,100,32,67.05,66.0,13.38,5.01,0.0,0.17,0.07,0.35
406,DupreeF18,6931,71,114,6,65.45,65.0,17.54,100,29,65.7,64.0,12.91,4.14,0.0,0.2,0.14,0.21
407,DupreeF19,9477,84,115,3,62.6,63.0,17.46,107,21,66.33,66.0,16.75,4.06,0.0,0.14,0.06,0.26
408,DupreeF21,4361,79,115,3,66.36,68.0,18.7,105,21,63.78,65.0,13.92,3.16,0.0,0.12,0.05,0.23
409,DupreeF22,11063,83,120,1,74.67,78.0,17.5,107,21,64.67,65.0,14.03,9.8,0.0,0.19,0.07,0.5
410,Eras01,2006,46,102,6,69.62,70.0,13.69,83,37,63.18,64.0,9.91,6.02,0.01,0.47,0.27,0.54
411,Eras02,2214,59,108,2,67.31,69.0,16.62,89,29,64.28,65.0,12.0,2.24,0.0,0.13,0.09,0.17
412,Eras03,1843,55,103,3,64.03,65.0,17.63,87,30,63.23,64.0,10.24,5.89,0.0,0.26,0.15,0.36
413,Eras04,6143,83,123,2,72.67,77.0,22.04,107,23,64.72,64.0,16.46,1.51,0.0,0.08,0.06,0.08
414,Eras05,3752,72,105,2,58.97,58.0,17.22,101,29,63.95,62.0,13.23,5.68,0.0,0.26,0.14,0.41
415,Eras07,9869,84,125,2,70.55,72.0,21.23,105,22,67.72,66.0,17.29,7.2,0.0,0.09,0.06,0.2
416,Eras08,7316,75,117,3,66.19,68.0,19.8,103,26,61.02,62.0,11.61,5.07,0.0,0.18,0.07,0.33
417,Eras09,8729,83,122,2,64.59,65.0,19.82,104,21,61.48,62.0,14.47,9.56,0.0,0.2,0.11,0.35
418,Eras10,6498,76,123,2,73.17,77.0,21.88,96,21,61.19,63.0,15.18,4.06,0.0,0.17,0.09,0.28
